"Statistic Label","CensusYear","Sex","Age Group","Birthplace","UNIT","VALUE"
"Percentage change since previous census","2022","Female","25 - 44 years","Israel","%","13.4"
"Percentage change since previous census","2022","Female","25 - 44 years","Japan","%","3.3"
"Percentage change since previous census","2022","Female","25 - 44 years","Jordan","%","58.7"
"Percentage change since previous census","2022","Female","25 - 44 years","Kazakhstan","%","29.5"
"Percentage change since previous census","2022","Female","25 - 44 years","Kuwait","%","81"
"Percentage change since previous census","2022","Female","25 - 44 years","Lao People's Democratic Republic (the)","%","-85.7"
"Percentage change since previous census","2022","Female","25 - 44 years","Lebanon","%","83.5"
"Percentage change since previous census","2022","Female","25 - 44 years","Malaysia","%","38.3"
"Percentage change since previous census","2022","Female","25 - 44 years","Mongolia","%","52.6"
"Percentage change since previous census","2022","Female","25 - 44 years","Nepal","%","103.6"
"Percentage change since previous census","2022","Female","25 - 44 years","Oman","%","111.1"
"Percentage change since previous census","2022","Female","25 - 44 years","Pakistan","%","34.9"
"Percentage change since previous census","2022","Female","25 - 44 years","Philippines (the)","%","22.3"
"Percentage change since previous census","2022","Female","25 - 44 years","Saudi Arabia","%","19.4"
"Percentage change since previous census","2022","Female","25 - 44 years","Singapore","%","46.3"
"Percentage change since previous census","2022","Female","25 - 44 years","Korea (the Republic of) South Korea","%","-4.9"
"Percentage change since previous census","2022","Female","25 - 44 years","Sri Lanka","%","25.8"
"Percentage change since previous census","2022","Female","25 - 44 years","Syrian Arab Republic (the)","%","314.6"
"Percentage change since previous census","2022","Female","25 - 44 years","Taiwan (Province of China)","%","76.3"
"Percentage change since previous census","2022","Female","25 - 44 years","Thailand","%","-1.1"
"Percentage change since previous census","2022","Female","25 - 44 years","Uzbekistan","%","1.2"
"Percentage change since previous census","2022","Female","25 - 44 years","Viet Nam","%","40.3"
"Percentage change since previous census","2022","Female","25 - 44 years","Other Asia(1)","%","65.2"
"Percentage change since previous census","2022","Female","25 - 44 years","United States of America (the)","%","47.5"
"Percentage change since previous census","2022","Female","25 - 44 years","Argentina","%","137.4"
"Percentage change since previous census","2022","Female","25 - 44 years","Brazil","%","169"
"Percentage change since previous census","2022","Female","25 - 44 years","Canada","%","24.8"
"Percentage change since previous census","2022","Female","25 - 44 years","Chile","%","340.7"
"Percentage change since previous census","2022","Female","25 - 44 years","Colombia","%","65.2"
"Percentage change since previous census","2022","Female","25 - 44 years","Cuba","%","9.7"
"Percentage change since previous census","2022","Female","25 - 44 years","Guatemala","%","176"
"Percentage change since previous census","2022","Female","25 - 44 years","Jamaica","%","-9.5"
"Percentage change since previous census","2022","Female","25 - 44 years","Mexico","%","174.5"
"Percentage change since previous census","2022","Female","25 - 44 years","Peru","%","32.5"
"Percentage change since previous census","2022","Female","25 - 44 years","Trinidad and Tobago","%","44.4"
"Percentage change since previous census","2022","Female","25 - 44 years","Venezuela (Bolivarian Republic of)","%","37.6"
"Percentage change since previous census","2022","Female","25 - 44 years","Other America(2)","%","162.8"
"Percentage change since previous census","2022","Female","25 - 44 years","Australia","%","8.1"
"Percentage change since previous census","2022","Female","25 - 44 years","New Zealand","%","-3.2"
"Percentage change since previous census","2022","Female","25 - 44 years","Other countries","%","68.1"
"Percentage change since previous census","2022","Female","45 - 64 years","All countries","%","14.8"
"Percentage change since previous census","2022","Female","45 - 64 years","Ireland - county of usual residence","%","7.6"
"Percentage change since previous census","2022","Female","45 - 64 years","Ireland - county other than county of usual residence","%","9.2"
"Percentage change since previous census","2022","Female","45 - 64 years","Northern Ireland","%","11.2"
"Percentage change since previous census","2022","Female","45 - 64 years","Scotland","%","7.9"
"Percentage change since previous census","2022","Female","45 - 64 years","England and Wales","%","13.2"
"Percentage change since previous census","2022","Female","45 - 64 years","Austria","%","40.7"
"Percentage change since previous census","2022","Female","45 - 64 years","Belgium","%","36.9"
"Percentage change since previous census","2022","Female","45 - 64 years","Bulgaria","%","129.7"
"Percentage change since previous census","2022","Female","45 - 64 years","Croatia","%","392.7"
"Percentage change since previous census","2022","Female","45 - 64 years","Cyprus","%","28.6"
"Percentage change since previous census","2022","Female","45 - 64 years","Czechia","%","95.6"
"Percentage change since previous census","2022","Female","45 - 64 years","Denmark","%","52.7"
"Percentage change since previous census","2022","Female","45 - 64 years","Estonia","%","38"
"Percentage change since previous census","2022","Female","45 - 64 years","Finland","%","83.8"
"Percentage change since previous census","2022","Female","45 - 64 years","France","%","81.7"
"Percentage change since previous census","2022","Female","45 - 64 years","Germany","%","33.4"
"Percentage change since previous census","2022","Female","45 - 64 years","Greece","%","173.5"
"Percentage change since previous census","2022","Female","45 - 64 years","Hungary","%","136.9"
"Percentage change since previous census","2022","Female","45 - 64 years","Italy","%","142.1"
"Percentage change since previous census","2022","Female","45 - 64 years","Latvia","%","52.1"
"Percentage change since previous census","2022","Female","45 - 64 years","Lithuania","%","52.1"
"Percentage change since previous census","2022","Female","45 - 64 years","Luxembourg","%","140"
"Percentage change since previous census","2022","Female","45 - 64 years","Malta","%","13.6"
"Percentage change since previous census","2022","Female","45 - 64 years","Netherlands (the)","%","15.5"
"Percentage change since previous census","2022","Female","45 - 64 years","Poland","%","90.8"
"Percentage change since previous census","2022","Female","45 - 64 years","Portugal","%","142"
"Percentage change since previous census","2022","Female","45 - 64 years","Romania","%","134.7"
"Percentage change since previous census","2022","Female","45 - 64 years","Slovakia","%","74.2"
"Percentage change since previous census","2022","Female","45 - 64 years","Slovenia","%","200"
"Percentage change since previous census","2022","Female","45 - 64 years","Spain","%","178.2"
"Percentage change since previous census","2022","Female","45 - 64 years","Sweden","%","94.7"
"Percentage change since previous census","2022","Female","45 - 64 years","Albania","%","140.3"
"Percentage change since previous census","2022","Female","45 - 64 years","Belarus","%","81.5"
"Percentage change since previous census","2022","Female","45 - 64 years","Bosnia and Herzegovina","%","31.3"
"Percentage change since previous census","2022","Female","45 - 64 years","Kosovo","%","65.2"
"Percentage change since previous census","2022","Female","45 - 64 years","Moldova (the Republic of)","%","212.3"
"Percentage change since previous census","2022","Female","45 - 64 years","Norway","%","48.7"
"Percentage change since previous census","2022","Female","45 - 64 years","Russian Federation (the)","%","52.2"
"Percentage change since previous census","2022","Female","45 - 64 years","Serbia","%","166.7"
"Percentage change since previous census","2022","Female","45 - 64 years","Switzerland","%","14.5"
"Percentage change since previous census","2022","Female","45 - 64 years","Turkiye","%","174.5"
"Percentage change since previous census","2022","Female","45 - 64 years","Ukraine","%","249.6"
"Percentage change since previous census","2022","Female","45 - 64 years","Other Europe(1)","%","140.8"
"Percentage change since previous census","2022","Female","45 - 64 years","Algeria","%","122.5"
"Percentage change since previous census","2022","Female","45 - 64 years","Angola","%","144"
"Percentage change since previous census","2022","Female","45 - 64 years","Botswana","%","178.3"
"Percentage change since previous census","2022","Female","45 - 64 years","Cameroon","%","276.4"
"Percentage change since previous census","2022","Female","45 - 64 years","Congo","%","117.3"
"Percentage change since previous census","2022","Female","45 - 64 years","Egypt","%","84.3"
"Percentage change since previous census","2022","Female","45 - 64 years","Ethiopia","%","119.2"
"Percentage change since previous census","2022","Female","45 - 64 years","Ghana","%","106.4"
"Percentage change since previous census","2022","Female","45 - 64 years","Côte d'Ivoire","%","243.8"
